The cake was eaten by Olivia .	* cake ( 1 ) ; Olivia ( 5 ) ; eat ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
The pen was offered to the girl by Emma .	* pen ( 1 ) ; * girl ( 6 ) ; Emma ( 8 ) ; offer ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 ) AND agent ( 3 , 8 )	in_distribution
Oliver crumpled .	Oliver ( 0 ) ; crumple ( 1 ) AND theme ( 1 , 0 )	in_distribution
A butterfly cleaned .	butterfly ( 1 ) ; clean ( 2 ) AND agent ( 2 , 1 )	in_distribution
The melon was lended to a girl .	* melon ( 1 ) ; girl ( 6 ) ; lend ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
A bottle was rolled by Olivia .	bottle ( 1 ) ; Olivia ( 5 ) ; roll ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
The priest ate .	* priest ( 1 ) ; eat ( 2 ) AND agent ( 2 , 1 )	in_distribution
The cat knew the boy .	* cat ( 1 ) ; * boy ( 4 ) ; know ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
Olivia was slipped a pencil .	Olivia ( 0 ) ; pencil ( 4 ) ; slip ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 )	in_distribution
Oliver awarded Isabella the um um donut .	Oliver ( 0 ) ; Isabella ( 2 ) ; * donut ( 6 ) ; award ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 2 ) AND theme ( 1 , 6 )	in_distribution+sprinkle
The cake was liked by a lawyer .	* cake ( 1 ) ; lawyer ( 6 ) ; like ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
A girl was awarded a cake in a soup .	girl ( 1 ) ; cake ( 5 ) ; soup ( 8 ) ; award ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 ) AND nmod . in ( 5 , 8 )	in_distribution
The girl drew a bat .	* girl ( 1 ) ; bat ( 4 ) ; draw ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
A squirrel valued a cookie on a seat .	squirrel ( 1 ) ; cookie ( 4 ) ; seat ( 7 ) ; value ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . on ( 4 , 7 )	in_distribution
The bat was drawn by Emma .	* bat ( 1 ) ; Emma ( 5 ) ; draw ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
A drink was eaten by a child .	drink ( 1 ) ; child ( 6 ) ; eat ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
Amelia dusted the girl beside a stage .	Amelia ( 0 ) ; * girl ( 3 ) ; stage ( 6 ) ; dust ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND nmod . beside ( 3 , 6 )	in_distribution
Mia respected a cake .	Mia ( 0 ) ; cake ( 3 ) ; respect ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 )	in_distribution
The cookie was sold to Charlotte .	* cookie ( 1 ) ; Charlotte ( 5 ) ; sell ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 )	in_distribution
A penny rolled .	penny ( 1 ) ; roll ( 2 ) AND theme ( 2 , 1 )	in_distribution
Charlotte was passed a cake .	Charlotte ( 0 ) ; cake ( 4 ) ; pass ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 )	in_distribution
A girl offered a rose to Isabella .	girl ( 1 ) ; rose ( 4 ) ; Isabella ( 6 ) ; offer ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 6 )	in_distribution
The crayon was nursed .	* crayon ( 1 ) ; nurse ( 3 ) AND theme ( 3 , 1 )	in_distribution
A cookie was um lended to um um um a um frog by um a um um um girl .	cookie ( 1 ) ; frog ( 11 ) ; girl ( 18 ) ; lend ( 4 ) AND theme ( 4 , 1 ) AND recipient ( 4 , 11 ) AND agent ( 4 , 18 )	in_distribution+sprinkle
Liam meant that Sophia rolled a teacher on a seat .	Liam ( 0 ) ; Sophia ( 3 ) ; teacher ( 6 ) ; seat ( 9 ) ; mean ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 4 ) AND roll ( 4 ) AND agent ( 4 , 3 ) AND theme ( 4 , 6 ) AND nmod . on ( 6 , 9 )	in_distribution
The dog um um um sold um um the girl a um um cake .	* dog ( 1 ) ; * girl ( 9 ) ; cake ( 13 ) ; sell ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 9 ) AND theme ( 5 , 13 )	in_distribution+sprinkle
A citizen passed the dog the cake .	citizen ( 1 ) ; * dog ( 4 ) ; * cake ( 6 ) ; pass ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 4 ) AND theme ( 2 , 6 )	in_distribution
A sandwich was given to the cat by the giraffe .	sandwich ( 1 ) ; * cat ( 6 ) ; * giraffe ( 9 ) ; give ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 ) AND agent ( 3 , 9 )	in_distribution
The box was missed by Emma .	* box ( 1 ) ; Emma ( 5 ) ; miss ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
Liam hoped that the dog preferred to run .	Liam ( 0 ) ; * dog ( 4 ) ; hope ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND prefer ( 5 ) AND agent ( 5 , 4 ) AND xcomp ( 5 , 7 ) AND run ( 7 ) AND agent ( 7 , 4 )	in_distribution
A visitor was posted a rose by a turtle .	visitor ( 1 ) ; rose ( 5 ) ; turtle ( 8 ) ; post ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 ) AND agent ( 3 , 8 )	in_distribution
The penny was painted .	* penny ( 1 ) ; paint ( 3 ) AND theme ( 3 , 1 )	in_distribution
David expected to cook .	David ( 0 ) ; expect ( 1 ) AND agent ( 1 , 0 ) AND xcomp ( 1 , 3 ) AND cook ( 3 ) AND agent ( 3 , 0 )	in_distribution
Camila was forwarded the cookie in a house beside the computer by Olivia .	Camila ( 0 ) ; * cookie ( 4 ) ; house ( 7 ) ; * computer ( 10 ) ; Olivia ( 12 ) ; forward ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 ) AND agent ( 2 , 12 ) AND nmod . in ( 4 , 7 ) AND nmod . beside ( 7 , 10 )	in_distribution
James investigated .	James ( 0 ) ; investigate ( 1 ) AND agent ( 1 , 0 )	in_distribution
The child appreciated that Emma valued that a cookie was slid .	* child ( 1 ) ; Emma ( 4 ) ; cookie ( 8 ) ; appreciate ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 5 ) AND value ( 5 ) AND agent ( 5 , 4 ) AND ccomp ( 5 , 10 ) AND slide ( 10 ) AND theme ( 10 , 8 )	in_distribution
Emma liked that a girl saw .	Emma ( 0 ) ; girl ( 4 ) ; like ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND see ( 5 ) AND agent ( 5 , 4 )	in_distribution
The pen was helped .	* pen ( 1 ) ; help ( 3 ) AND theme ( 3 , 1 )	in_distribution
Emma liked that the melon was rolled .	Emma ( 0 ) ; * melon ( 4 ) ; like ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 6 ) AND roll ( 6 ) AND theme ( 6 , 4 )	in_distribution
The sailor laughed .	* sailor ( 1 ) ; laugh ( 2 ) AND agent ( 2 , 1 )	in_distribution
The teacher hunted Emma .	* teacher ( 1 ) ; Emma ( 3 ) ; hunt ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 3 )	in_distribution
A game was changed by the boy .	game ( 1 ) ; * boy ( 6 ) ; change ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
Liam gave the monkey a chalk in the container .	Liam ( 0 ) ; * monkey ( 3 ) ; chalk ( 5 ) ; * container ( 8 ) ; give ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 3 ) AND theme ( 1 , 5 ) AND nmod . in ( 5 , 8 )	in_distribution
The boy was lended a present by the baby .	* boy ( 1 ) ; present ( 5 ) ; * baby ( 8 ) ; lend ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 ) AND agent ( 3 , 8 )	in_distribution
Isabella liked um a cat .	Isabella ( 0 ) ; cat ( 4 ) ; like ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 4 )	in_distribution+sprinkle
A donut was offered to the turtle .	donut ( 1 ) ; * turtle ( 6 ) ; offer ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
A cake on a chair Michael respected .	cake ( 1 ) ; chair ( 4 ) ; Michael ( 5 ) ; nmod . on ( 1 , 4 ) AND respect ( 6 ) AND theme ( 6 , 1 ) AND agent ( 6 , 5 )	preposing_1
touch	LAMBDA a . LAMBDA b . LAMBDA e . touch ( e ) AND agent ( e , b ) AND theme ( e , a )	primitive
Chloe was handed the raisin on the table by Emma .	Chloe ( 0 ) ; * raisin ( 4 ) ; * table ( 7 ) ; Emma ( 9 ) ; hand ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 ) AND agent ( 2 , 9 ) AND nmod . on ( 4 , 7 )	in_distribution
A cake was rented to a bee .	cake ( 1 ) ; bee ( 6 ) ; rent ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
A bee hunted the cake on the seat in the sack .	bee ( 1 ) ; * cake ( 4 ) ; * seat ( 7 ) ; * sack ( 10 ) ; hunt ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . on ( 4 , 7 ) AND nmod . in ( 7 , 10 )	in_distribution
A brain was valued by Emma .	brain ( 1 ) ; Emma ( 5 ) ; value ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
A box was inflated .	box ( 1 ) ; inflate ( 3 ) AND theme ( 3 , 1 )	in_distribution
Olivia liked the donut .	Olivia ( 0 ) ; * donut ( 3 ) ; like ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 )	in_distribution
A monster ate .	monster ( 1 ) ; eat ( 2 ) AND agent ( 2 , 1 )	in_distribution
The coach ate .	* coach ( 1 ) ; eat ( 2 ) AND agent ( 2 , 1 )	in_distribution
A flag beside a trophy Dylan offered to Liam .	flag ( 1 ) ; trophy ( 4 ) ; Dylan ( 5 ) ; Liam ( 8 ) ; nmod . beside ( 1 , 4 ) AND offer ( 6 ) AND theme ( 6 , 1 ) AND agent ( 6 , 5 ) AND recipient ( 6 , 8 )	preposing_1
The donut was thrown .	* donut ( 1 ) ; throw ( 3 ) AND theme ( 3 , 1 )	in_distribution
A cake was given to Ethan .	cake ( 1 ) ; Ethan ( 5 ) ; give ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 )	in_distribution
Olivia was handed a cake in a garden .	Olivia ( 0 ) ; cake ( 4 ) ; garden ( 7 ) ; hand ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 )	in_distribution
The butterfly lended a donut beside the table to Matthew .	* butterfly ( 1 ) ; donut ( 4 ) ; * table ( 7 ) ; Matthew ( 9 ) ; lend ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 9 ) AND nmod . beside ( 4 , 7 )	in_distribution
A muffin was fed to the monkey by Elizabeth .	muffin ( 1 ) ; * monkey ( 6 ) ; Elizabeth ( 8 ) ; feed ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 ) AND agent ( 3 , 8 )	in_distribution
A bat was cooked .	bat ( 1 ) ; cook ( 3 ) AND theme ( 3 , 1 )	in_distribution
Ella decomposed a cookie in the stadium .	Ella ( 0 ) ; cookie ( 3 ) ; * stadium ( 6 ) ; decompose ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND nmod . in ( 3 , 6 )	in_distribution
The frog believed that a cake was given to Emma by Ava .	* frog ( 1 ) ; cake ( 5 ) ; Emma ( 9 ) ; Ava ( 11 ) ; believe ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 7 ) AND give ( 7 ) AND theme ( 7 , 5 ) AND recipient ( 7 , 9 ) AND agent ( 7 , 11 )	in_distribution
Liam was given the strawberry in a cabinet .	Liam ( 0 ) ; * strawberry ( 4 ) ; cabinet ( 7 ) ; give ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 )	in_distribution
Evelyn preferred to eat .	Evelyn ( 0 ) ; prefer ( 1 ) AND agent ( 1 , 0 ) AND xcomp ( 1 , 3 ) AND eat ( 3 ) AND agent ( 3 , 0 )	in_distribution
The lion smiled .	* lion ( 1 ) ; smile ( 2 ) AND agent ( 2 , 1 )	in_distribution
Olivia nursed .	Olivia ( 0 ) ; nurse ( 1 ) AND agent ( 1 , 0 )	in_distribution
The girl posted Emma the rose .	* girl ( 1 ) ; Emma ( 3 ) ; * rose ( 5 ) ; post ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 3 ) AND theme ( 2 , 5 )	in_distribution
The girl loved a cake beside a house .	* girl ( 1 ) ; cake ( 4 ) ; house ( 7 ) ; love ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . beside ( 4 , 7 )	in_distribution
Emma passed a cake to the girl .	Emma ( 0 ) ; cake ( 3 ) ; * girl ( 6 ) ; pass ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 6 )	in_distribution
The priest changed .	* priest ( 1 ) ; change ( 2 ) AND theme ( 2 , 1 )	in_distribution
A lion supported that the boy dusted .	lion ( 1 ) ; * boy ( 5 ) ; support ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 6 ) AND dust ( 6 ) AND agent ( 6 , 5 )	in_distribution
The child dreamed to talk .	* child ( 1 ) ; dream ( 2 ) AND agent ( 2 , 1 ) AND xcomp ( 2 , 4 ) AND talk ( 4 ) AND agent ( 4 , 1 )	in_distribution
The box was drawn by the child .	* box ( 1 ) ; * child ( 6 ) ; draw ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
Camila gave a cake in a storage to Emma .	Camila ( 0 ) ; cake ( 3 ) ; storage ( 6 ) ; Emma ( 8 ) ; give ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 8 ) AND nmod . in ( 3 , 6 )	in_distribution
The cookie was liked by a scientist .	* cookie ( 1 ) ; scientist ( 6 ) ; like ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
The balloon was handed to a donkey by Ava .	* balloon ( 1 ) ; donkey ( 6 ) ; Ava ( 8 ) ; hand ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 ) AND agent ( 3 , 8 )	in_distribution
A cracker was poked .	cracker ( 1 ) ; poke ( 3 ) AND theme ( 3 , 1 )	in_distribution
A cake in the cup beside um um um a um um um torch the um girl offered um um to um um Alexander .	cake ( 1 ) ; * cup ( 4 ) ; torch ( 13 ) ; * girl ( 16 ) ; Alexander ( 23 ) ; nmod . in ( 1 , 4 ) AND nmod . beside ( 4 , 13 ) AND offer ( 17 ) AND theme ( 17 , 1 ) AND agent ( 17 , 16 ) AND recipient ( 17 , 23 )	preposing_2+sprinkle
A frog ate a sweetcorn in a pile .	frog ( 1 ) ; sweetcorn ( 4 ) ; pile ( 7 ) ; eat ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 )	in_distribution
A donut was eaten by a boy .	donut ( 1 ) ; boy ( 6 ) ; eat ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
The cake was loved by Aubrey .	* cake ( 1 ) ; Aubrey ( 5 ) ; love ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
Liam forwarded the girl the donut .	Liam ( 0 ) ; * girl ( 3 ) ; * donut ( 5 ) ; forward ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 3 ) AND theme ( 1 , 5 )	in_distribution
A girl helped the cake on the rack .	girl ( 1 ) ; * cake ( 4 ) ; * rack ( 7 ) ; help ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . on ( 4 , 7 )	in_distribution
A girl was sold the cake .	girl ( 1 ) ; * cake ( 5 ) ; sell ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 )	in_distribution
Emma floated Alexander .	Emma ( 0 ) ; Alexander ( 2 ) ; float ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 2 )	in_distribution
A girl sold the cookie to Charlotte .	girl ( 1 ) ; * cookie ( 4 ) ; Charlotte ( 6 ) ; sell ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 6 )	in_distribution
The fig was liked .	* fig ( 1 ) ; like ( 3 ) AND theme ( 3 , 1 )	in_distribution
Hazel cried .	Hazel ( 0 ) ; cry ( 1 ) AND agent ( 1 , 0 )	in_distribution
The jacket was held .	* jacket ( 1 ) ; hold ( 3 ) AND theme ( 3 , 1 )	in_distribution
The girl changed a sandwich beside the table .	* girl ( 1 ) ; sandwich ( 4 ) ; * table ( 7 ) ; change ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . beside ( 4 , 7 )	in_distribution
Emma gave a landlord the box in a house .	Emma ( 0 ) ; landlord ( 3 ) ; * box ( 5 ) ; house ( 8 ) ; give ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 3 ) AND theme ( 1 , 5 ) AND nmod . in ( 5 , 8 )	in_distribution
The balloon was painted by a boy .	* balloon ( 1 ) ; boy ( 6 ) ; paint ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
A girl liked the raisin .	girl ( 1 ) ; * raisin ( 4 ) ; like ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
The pancake was passed to Charlotte by Noah .	* pancake ( 1 ) ; Charlotte ( 5 ) ; Noah ( 7 ) ; pass ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 ) AND agent ( 3 , 7 )	in_distribution
The monkey posted a pen to the spokesman .	* monkey ( 1 ) ; pen ( 4 ) ; * spokesman ( 7 ) ; post ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 7 )	in_distribution
The pretzel was doubled .	* pretzel ( 1 ) ; double ( 3 ) AND theme ( 3 , 1 )	in_distribution
The cake was lended to a dog by Emma .	* cake ( 1 ) ; dog ( 6 ) ; Emma ( 8 ) ; lend ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 ) AND agent ( 3 , 8 )	in_distribution
A rose was given to a pig .	rose ( 1 ) ; pig ( 6 ) ; give ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
A baby liked the strawberry beside the tree .	baby ( 1 ) ; * strawberry ( 4 ) ; * tree ( 7 ) ; like ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . beside ( 4 , 7 )	in_distribution
The donut was painted by Elizabeth .	* donut ( 1 ) ; Elizabeth ( 5 ) ; paint ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
The girl adored a donut .	* girl ( 1 ) ; donut ( 4 ) ; adore ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
The glue was offered to the boy .	* glue ( 1 ) ; * boy ( 6 ) ; offer ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
The box was held by Charlotte .	* box ( 1 ) ; Charlotte ( 5 ) ; hold ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
The dog mailed Liam a ball .	* dog ( 1 ) ; Liam ( 3 ) ; ball ( 5 ) ; mail ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 3 ) AND theme ( 2 , 5 )	in_distribution
The box was dusted .	* box ( 1 ) ; dust ( 3 ) AND theme ( 3 , 1 )	in_distribution
The girl was lended the balloon by Harper .	* girl ( 1 ) ; * balloon ( 5 ) ; Harper ( 7 ) ; lend ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 ) AND agent ( 3 , 7 )	in_distribution
A cat brought Emma the cookie .	cat ( 1 ) ; Emma ( 3 ) ; * cookie ( 5 ) ; bring ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 3 ) AND theme ( 2 , 5 )	in_distribution
A raisin was improved by a friend .	raisin ( 1 ) ; friend ( 6 ) ; improve ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
The watch was rolled .	* watch ( 1 ) ; roll ( 3 ) AND theme ( 3 , 1 )	in_distribution
A cat floated .	cat ( 1 ) ; float ( 2 ) AND theme ( 2 , 1 )	in_distribution
Emma needed to talk .	Emma ( 0 ) ; need ( 1 ) AND agent ( 1 , 0 ) AND xcomp ( 1 , 3 ) AND talk ( 3 ) AND agent ( 3 , 0 )	in_distribution
A melon was disintegrated .	melon ( 1 ) ; disintegrate ( 3 ) AND theme ( 3 , 1 )	in_distribution
Asher shortened a dog .	Asher ( 0 ) ; dog ( 3 ) ; shorten ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 )	in_distribution
The girl was lended a cake beside a table .	* girl ( 1 ) ; cake ( 5 ) ; table ( 8 ) ; lend ( 3 ) AND recipient ( 3 , 1 ) AND theme ( 3 , 5 ) AND nmod . beside ( 5 , 8 )	in_distribution
A cake was frozen by a child .	cake ( 1 ) ; child ( 6 ) ; freeze ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
Natalie mailed the cake to Emma .	Natalie ( 0 ) ; * cake ( 3 ) ; Emma ( 5 ) ; mail ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 5 )	in_distribution
A boy rented the biscuit to Olivia .	boy ( 1 ) ; * biscuit ( 4 ) ; Olivia ( 6 ) ; rent ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 6 )	in_distribution
Charlotte was given the cake on a table .	Charlotte ( 0 ) ; * cake ( 4 ) ; table ( 7 ) ; give ( 2 ) AND recipient ( 2 , 0 ) AND theme ( 2 , 4 ) AND nmod . on ( 4 , 7 )	in_distribution
The girl wanted to giggle .	* girl ( 1 ) ; want ( 2 ) AND agent ( 2 , 1 ) AND xcomp ( 2 , 4 ) AND giggle ( 4 ) AND agent ( 4 , 1 )	in_distribution
The dog changed the wolf beside the table .	* dog ( 1 ) ; * wolf ( 4 ) ; * table ( 7 ) ; change ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . beside ( 4 , 7 )	in_distribution
The cake was wired to the boy .	* cake ( 1 ) ; * boy ( 6 ) ; wire ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 6 )	in_distribution
The cookie was doubled .	* cookie ( 1 ) ; double ( 3 ) AND theme ( 3 , 1 )	in_distribution
James noticed that Olivia liked the raisin .	James ( 0 ) ; Olivia ( 3 ) ; * raisin ( 6 ) ; notice ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 4 ) AND like ( 4 ) AND agent ( 4 , 3 ) AND theme ( 4 , 6 )	in_distribution
The cookie was eaten by Luna .	* cookie ( 1 ) ; Luna ( 5 ) ; eat ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
